,Category,Message
4847,ham,pls help tell ashley cant find number oh
4210,ham,want kfc tuesday buy meals gravy mark
5469,ham,ok lor
1342,ham,chill another hrs could sleep pain surgical emergency see unfolds okay
4763,ham,lovely night xxx
3830,ham,sure see come bit
4181,ham,swhrt u dey hope ur ok tot u day love n miss take care
1354,ham,goodnight sleep well da please take care pa please
3585,spam,hi ibh customer loyalty offer new nokia mobile txtauction txt word start get
3580,ham,multiply numbers independently count decimal points division push decimal places like showed
5410,ham,daddy shu shu looking u u wan tell u singapore wat
3622,ham,means february april getting place stay hustle back forth audition season since sister moved away harlem
494,ham,class lt gt reunion
884,ham,dude go sup
3152,ham,yeah worse
3810,ham,funeral home audrey dad
3747,ham,lip synced shangela
1796,ham,hope alright babe worry might felt bit desparate learned job fake waiting come back love
1560,ham,single line big meaning miss anything ur best life miss ur best life anything gud nyt
1558,ham,wat r u
3836,ham,thinking chennai forgot come auction
829,ham,sorry light turned green meant another friend wanted lt gt worth may around
1050,spam,days euro kickoff u kept informed latest news results daily unsubscribe send get euro stop
1023,ham,still tonight
3609,ham,pls come quick cant bare
544,ham,oclock mine bash flat plan
2633,ham,cal sir meeting
3898,ham,thank wonderful
3114,ham,wat time liao still got
5068,spam,uk break accommodationvouchers terms conditions apply claim mustprovide claim number
132,ham,dear call tmorrow pls accomodate
3202,ham,nice nice working
936,ham,dun wear jeans lor
1132,ham,sorry call later
1082,ham,u get pic msgs phone
5127,ham,cuz ibored wanna study
2706,ham,mean come chase stated watch many movies want
4400,ham,yes finished watching days lives love
1987,ham,antha num corrct dane
5239,ham,jay wants work first sound
26,ham,lol always convincing
2854,ham,doubt could handle times per night case
698,ham,meet corporation st outside gap see mind working
1118,spam,price claim call
2230,ham,haha money leh later got go tuition haha looking empty slots driving lessons
4798,spam,santa calling would little ones like call santa xmas eve call book time calls ppm last mins c www santacalling com
4762,ham,ard rest ard least price bedrm
308,ham,lol yes friendship hanging thread cause u buy stuff
5188,ham,okie
3769,ham,call
1950,ham,wait min stand bus stop
324,ham,would great guild could meet bristol road somewhere get touch weekend plans take flight good week
2241,ham,k call close
2259,ham,sad story man last week b day wife nt wish parents forgot n kids went work even colleagues wish
2128,ham,tessy pls favor pls convey birthday wishes nimya pls dnt forget today birthday shijas
985,ham,yo guess dropped
1274,spam,network operator service free c visit biz
4744,ham,hospital da return home evening
4357,ham,great send account number
1544,spam,hello orange month free access games news sport plus free texts photo messages reply yes terms apply www orange co uk ow
1947,ham,hey go jazz power yoga hip hop kb yogasana
3921,spam,free ringtone reply real poly eg real pushbutton dontcha babygoodbye golddigger webeburnin st tone free u join wk
1019,ham,nope watching tv home going v bored
1572,ham,near kalainar tv office thenampet
3545,ham,lol ok ill try send warned sprint dead slow prolly get tomorrow
4445,ham,come back tampa ffffuuuuuuu
3358,ham,brainless baby doll vehicle sariyag drive madoke barolla
3597,ham,good morning princess happy new year
1707,ham,yes one woman man please tell likes dislikes bed
2088,ham,alright babe justthought sayhey u doin nearly endof wk offdam nevamind hook sn uwant lovejen x
2313,spam,tddnewsletter emc co uk games thedailydraw dear helen dozens free games great prizeswith
4909,ham,solihull want anything
83,ham,place man
3028,ham,still game
2951,ham,said would woke
5043,spam,jamster get free wallpaper text heart c apply need help call
4880,ham,yeah open chat click friend lists make list easy pie
2727,ham,movies laptop
4370,ham,anytime lor
3978,spam,great new offer double mins double txt best orange tariffs get latest camera phones free call mobileupd free stoptxt cs
5014,ham,uncle g checking rewarding month
2319,ham,way office da
1318,spam,win newest harry potter order phoenix book reply harry answer questions chance first among readers
5400,ham,hard true much show amp express love someone much hurt leave get seperated ud evening
999,ham,wait bus stop aft ur lect lar dun c go get car come back n pick
1331,ham,aight rush ask jay
594,ham,still grand prix
5528,ham,effect irritation ignore
4053,ham,ya ok dinner
1265,ham,see half hour
1582,ham,hhahhaahahah rofl wtf nig leonardo room something
2122,ham,xam hall boy asked girl tell starting term dis answer den manage lot hesitation n lookin around silently said intha ponnungale ipaditan
1062,ham,might come kerala days prepared take leave finalise dont plan travel visit need finish urgent works
2410,ham,aww first time u said u missed without asking missed u first love
1043,ham,easy ah sen got selected means good
2897,spam,pdate double mins txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd call optout yhl
2498,ham,dai da send resume id
2415,ham,fps
2955,ham,think might give miss teaching til twelve lecture two damn working thing
52,ham,k fyi x ride early tomorrow morning crashing place tonight
2964,ham,dont know jabo abi
3994,ham,nimbomsons yep phone knows one obviously cos thats real word
1998,ham,yeh def something sat got payed day havbeen given pay rise work havebeen made preschoolco ordinator feelingood luv
4760,spam,thanks continued support question week enter u draw cash name new us president txt ans
3860,spam,win newest harry potter order phoenix book reply harry answer questions chance first among readers
4999,ham,talk
1194,spam,sex ur mobile free sexy pic jordan text babe every wk get sexy celeb pocketbabe co uk pics wk
5465,ham,shall bring us bottle wine keep us amused joking bring one anyway
2601,ham,usual iam fine happy amp well
2221,ham,really quite funny lor wat u shd haf run shorter distance wat
1744,ham,love wine dine lady
449,ham,lol made plans new years
1436,ham,dad went oredi
4359,spam,dating service asked contact u someone shy call revealed pobox uz p
1350,spam,free day sexy st george day pic jordan txt pic dont miss every wk saucy celeb pics c pocketbabe co uk wk
3997,ham,pay like lt gt yrs difficult
4596,ham,yo sorry shower sup
1479,ham,think far find check google maps place dorm
726,ham,got looks scrumptious daddy wants eat night long
451,ham,hanks lotsly
4242,ham,detroit home snow enjoy
4086,spam,orange brings ringtones time chart heroes free hit week go ringtones pics wap stop receiving tips reply stop
4377,spam,prize go another customer c www c biz p min polo ltd suite london w j hl please call back busy
2919,ham,thanks chikku gud nyt
5253,ham,please tell car keys purse
3104,ham,u lousy run already come back half dead hee
4112,spam,urgent mobile number awarded ukp prize guaranteed call landline claim valid hrs ppm
2533,ham,yup ok
742,ham,well little time thing good times ahead
1679,ham,many people seems special first sight remain special till last sight maintain till life ends sh jas
3332,ham,much cost approx per month
2287,ham,two letters copy cos one message speak soon
2524,ham,sorry call later
1335,ham,oh half hour much longer syria canada eh wow must get much work done day us extra time grins
492,spam,congrats year special cinema pass call c suprman v matrix starwars etc free bx ip pm dont miss
5153,ham,left yet probably gonna til dinner
626,ham,haha good hear officially paid market th
3888,ham,cab available pick drop door steps
3431,ham,always brainy one
5322,ham,thanks keep mind
2039,ham,hey going lo lesson gym
3435,ham,sending greetings joy happiness gr evening
1347,ham,ok stay night xavier sleeping bag getting tired
1836,ham,september
3630,ham,head straight
4577,spam,congratulations ur awarded cd vouchers gift guaranteed free entry wkly draw txt music
1738,ham,cant pick phone right pls send message
953,ham,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night
5143,ham,hi darlin im helens fone im gonna b princes nite please come tb love kate
51,ham,gram usually runs like lt gt half eighth smarter though gets almost whole second gram lt gt
372,ham,spoil bed well
5350,ham,one interested may business plan
4157,ham,yo call get chance friend mine wanted ask big order
5524,spam,awarded sipix digital camera call landline delivery within days cs box bp yr warranty ppm p p
2862,ham,happy saying
4834,spam,new mobiles must go txt nokia collect today www tc biz optout gbp mtmsg txtauction
2490,ham,docs appointments next week tired shoving stuff ugh normal body
3301,ham,ever easier
1471,ham,take small dose tablet fever
1872,ham,dont know supports ass srt thnk think ps play usb
5527,ham,total disappointment texted craziest shit got
225,spam,new mobiles must go txt nokia collect today www tc biz optout gbp mtmsg
2499,ham,know lt gt around
2503,ham,ola would get back maybe today told direct link us getting cars bids online arrange shipping get cut u partnership u invest money shipping takes care rest u wud b self reliant soon dnt worry
3901,ham,okie
3300,ham,honeybee said sweetest world god laughed amp said wait u havnt met person reading msg moral even god crack jokes gm gn ge gn
570,ham,wot u wanna missy
3021,ham,thank much selflessness love plenty
5201,spam,costa del sol holiday await collection call toclaim sae tc pobox stockport sk xh cost pm max mins
17,ham,eh u remember spell name yes v naughty make v wet
808,ham,boooo always work quit
4473,spam,received mobile content enjoy
1814,ham,yes chatting
3149,ham,cheers u tex mecause u werebored yeah okden hunny r uin wk sat sound likeyour havin gr fun j keep updat countinlots loveme xxxxx
89,ham,ela kano il download come wen ur free
2019,ham,ya came ago
4743,ham,ya nice ready thursday
4161,ham,felt conveying reason ese
5090,ham,st andre virgil cream
121,spam,urgent mobile awarded bonus caller prize final try contact u call landline box wr c ppm
1482,ham,guy browsin compulsory
2987,spam,reply win weekly professional sport tiger woods play send stop end service
